state,university/college,campus,student_enrollment,violent_crime,murder_and_nonnegligent_manslaughter,rape_revised_definition,rape_legacy_definition,robbery,aggravated_assault,property_crime,burglary,larceny-_theft,motor_vehicle_theft,arson
SOUTH CAROLINA,Erskine College,Erskine College main,761,0,0,0,0,0,0,19,0,19,0,0
SOUTH CAROLINA,Francis Marion University,Francis Marion University main,3947,0,0,0,0,0,0,38,1,37,0,0
SOUTH CAROLINA,Greenville Technical College,Greenville Technical College main,12280,0,0,0,0,0,0,29,4,25,0,0
SOUTH CAROLINA,Lander University,Lander University main,2701,3,0,3,0,0,0,16,3,13,0,0
SOUTH CAROLINA,Medical University of South Carolina,Medical University of South Carolina main,2992,2,0,1,0,0,1,102,1,96,5,0
SOUTH CAROLINA,Midlands Technical College,Midlands Technical College main,10946,0,0,0,0,0,0,17,0,15,2,0
SOUTH CAROLINA,Orangeburg-Calhoun Technical College,Orangeburg-Calhoun Technical College main,2774,0,0,0,0,0,0,3,1,2,0,0
SOUTH CAROLINA,Presbyterian College,Presbyterian College main,1379,1,0,1,0,0,0,22,7,15,0,0
SOUTH CAROLINA,South Carolina State University,South Carolina State University main,3054,9,0,3,0,2,4,96,15,72,9,0
SOUTH CAROLINA,Spartanburg Methodist College,Spartanburg Methodist College main,771,3,0,2,0,1,0,6,0,6,0,0
SOUTH CAROLINA,The Citadel,The Citadel main,3506,1,0,0,0,1,0,19,7,11,1,0
SOUTH CAROLINA,Tri-County Technical College,Tri-County Technical College main,6128,0,0,0,0,0,0,11,0,11,0,0
SOUTH CAROLINA,Trident Technical College,Trident Technical College main,15043,0,0,0,0,0,0,21,0,21,0,0
SOUTH CAROLINA,University of South Carolina:,University of South Carolina: Aiken,3448,1,0,0,0,1,0,21,0,21,0,0
SOUTH CAROLINA,University of South Carolina:,University of South Carolina: Beaufort,1980,1,0,0,0,0,1,8,0,7,1,0
SOUTH CAROLINA,University of South Carolina:,University of South Carolina: Columbia,33724,3,0,0,0,1,2,314,9,240,65,0
SOUTH CAROLINA,University of South Carolina:,University of South Carolina: Upstate,5996,2,0,1,0,0,1,18,4,14,0,0
SOUTH CAROLINA,Winthrop University,Winthrop University main,6031,1,0,0,0,1,0,29,7,21,1,0
SOUTH DAKOTA,South Dakota State University,South Dakota State University main,12576,3,0,1,0,0,2,59,2,56,1,0
TENNESSEE,Austin Peay State University,Austin Peay State University main,10099,5,0,1,0,3,1,62,4,58,0,0
TENNESSEE,Chattanooga State Community College,Chattanooga State Community College main,9374,1,0,0,0,0,1,13,1,12,0,0
TENNESSEE,Christian Brothers University,Christian Brothers University main,1842,1,0,0,0,0,1,27,1,26,0,0
TENNESSEE,Cleveland State Community College,Cleveland State Community College main,3509,0,0,0,0,0,0,0,0,0,0,0
TENNESSEE,East Tennessee State University,East Tennessee State University main,14334,9,0,2,0,4,3,76,5,70,1,0
TENNESSEE,Jackson State Community College,Jackson State Community College main,4746,0,0,0,0,0,0,0,0,0,0,0
TENNESSEE,Lincoln Memorial University,Lincoln Memorial University main,3983,0,0,0,0,0,0,0,0,0,0,0
TENNESSEE,Middle Tennessee State University,Middle Tennessee State University main,22511,10,0,2,0,2,6,134,10,121,3,0
TENNESSEE,Northeast State Community College,Northeast State Community College main,6084,0,0,0,0,0,0,11,1,10,0,0
TENNESSEE,Pellissippi State Community College,Pellissippi State Community College main,10325,0,0,0,0,0,0,23,3,19,1,0
TENNESSEE,Roane State Community College,Roane State Community College main,5861,0,0,0,0,0,0,2,0,2,0,0
TENNESSEE,Southwest Tennessee Community College,Southwest Tennessee Community College main,9135,2,0,0,0,0,2,18,0,18,0,0
TENNESSEE,Tennessee State University,Tennessee State University main,9167,6,0,0,0,2,4,56,15,39,2,0
TENNESSEE,Tennessee Technological University,Tennessee Technological University main,10900,4,0,2,0,0,2,80,10,70,0,0
TENNESSEE,University of Memphis,University of Memphis main,20585,15,0,6,0,1,8,155,25,121,9,0
TENNESSEE,University of Tennessee: ,University of Tennessee:  Chattanooga,11387,4,0,2,0,1,1,74,5,64,5,0
TENNESSEE,University of Tennessee: ,University of Tennessee:  Health Science Center,3075,2,0,0,0,2,0,34,4,30,0,0
TENNESSEE,University of Tennessee: ,University of Tennessee:  Knoxville,27845,5,0,3,0,1,1,270,14,246,10,0
TENNESSEE,University of Tennessee: ,University of Tennessee:  Martin,6827,3,0,1,0,0,2,39,5,33,1,0
TENNESSEE,University of the South,University of the South main,1797,13,0,12,0,0,1,72,29,43,0,1
TENNESSEE,Volunteer State Community College,Volunteer State Community College main,8098,0,0,0,0,0,0,9,0,9,0,0
TENNESSEE,Walters State Community College,Walters State Community College main,5947,0,0,0,0,0,0,7,2,4,1,0
TEXAS,Abilene Christian University,Abilene Christian University main,4544,4,0,2,0,0,2,73,12,61,0,0
TEXAS,Alamo Community College District,Alamo Community College District main,57165,2,0,0,0,2,0,159,10,143,6,0
TEXAS,Alvin Community College,Alvin Community College main,5114,0,0,0,0,0,0,23,1,22,0,0
TEXAS,Amarillo College,Amarillo College main,9936,0,0,0,0,0,0,28,0,27,1,0
TEXAS,Angelo State University,Angelo State University main,8483,2,0,2,0,0,0,61,7,53,1,0
TEXAS,Austin College,Austin College main,1255,0,0,0,0,0,0,29,2,26,1,0
TEXAS,Baylor Health Care System5,Baylor Health Care System main,0,4,0,2,0,0,2,449,1,430,18,0
TEXAS,Baylor University,Baylor University Waco,16787,11,0,5,0,0,6,143,13,127,3,0
TEXAS,Brookhaven College,Brookhaven College main,10553,0,0,0,0,0,0,16,0,16,0,0
TEXAS,Central Texas College,Central Texas College main,19562,1,0,0,0,0,1,10,0,10,0,0
TEXAS,College of the Mainland,College of the Mainland main,4013,0,0,0,0,0,0,19,2,16,1,0
TEXAS,El Paso Community College,El Paso Community College main,28764,1,0,0,0,0,1,38,3,35,0,0
TEXAS,Grayson College,Grayson College main,4591,1,0,0,0,0,1,13,9,4,0,0
TEXAS,Hardin-Simmons University,Hardin-Simmons University main,2112,0,0,0,0,0,0,20,0,20,0,0
TEXAS,Houston Baptist University,Houston Baptist University main,3160,5,0,2,0,2,1,76,16,58,2,3
TEXAS,Houston Community College,Houston Community College main,56522,1,0,0,0,0,1,138,2,132,4,0
TEXAS,Lamar University,Lamar University Beaumont,14965,10,0,6,0,4,0,76,5,70,1,0
TEXAS,Laredo Community College,Laredo Community College main,8749,0,0,0,0,0,0,10,0,10,0,0
TEXAS,McLennan Community College,McLennan Community College main,8305,0,0,0,0,0,0,8,0,8,0,0
TEXAS,Midwestern State University,Midwestern State University main,6043,2,0,1,0,0,1,58,21,37,0,0
TEXAS,Mountain View College,Mountain View College main,8539,2,0,0,0,0,2,12,0,12,0,0
TEXAS,Paris Junior College,Paris Junior College main,4999,0,0,0,0,0,0,15,1,13,1,0
TEXAS,Rice University,Rice University main,6719,9,0,3,0,5,1,147,5,140,2,0
TEXAS,Richland College,Richland College main,16687,0,0,0,0,0,0,20,0,20,0,0
TEXAS,Southern Methodist University,Southern Methodist University main,11643,13,0,5,0,3,5,160,5,149,6,1
TEXAS,South Plains College,South Plains College main,9126,2,0,1,0,0,1,7,1,6,0,0
TEXAS,Southwestern University,Southwestern University main,1515,0,0,0,0,0,0,24,1,23,0,0
TEXAS,Stephen F. Austin State University,Stephen F. Austin State University main,12606,4,0,4,0,0,0,50,4,46,0,0
TEXAS,St. Thomas University,St. Thomas University main,3359,2,0,0,0,1,1,18,5,13,0,0
TEXAS,Sul Ross State University,Sul Ross State University main,2967,4,0,3,0,0,1,36,6,30,0,0
TEXAS,Tarleton State University,Tarleton State University main,12330,6,0,2,0,0,4,107,8,98,1,0
TEXAS,Texas A&M International University,Texas A&M International University main,7192,6,0,5,0,0,1,33,12,21,0,0
TEXAS,Texas A&M University: ,Texas A&M University:  Central Texas,2466,0,0,0,0,0,0,0,0,0,0,0
TEXAS,Texas A&M University: ,Texas A&M University:  College Station,63813,14,0,8,0,3,3,452,29,409,14,0
TEXAS,Texas A&M University: ,Texas A&M University:  Commerce,12928,3,0,3,0,0,0,81,15,65,1,0
TEXAS,Texas A&M University: ,Texas A&M University:  Corpus Christi,11661,5,0,4,0,1,0,80,8,65,7,0
TEXAS,Texas A&M University: ,Texas A&M University:  Galveston,0,3,0,3,0,0,0,14,1,11,2,0
TEXAS,Texas A&M University: ,Texas A&M University:  Kingsville,9207,4,0,2,0,1,1,107,35,70,2,0
TEXAS,Texas A&M University: ,Texas A&M University:  San Antonio,4564,0,0,0,0,0,0,4,0,4,0,0
TEXAS,Texas Christian University,Texas Christian University main,10323,4,0,3,0,0,1,129,16,111,2,0
TEXAS,Texas Southern University,Texas Southern University main,8965,8,0,1,0,4,3,150,22,127,1,0
TEXAS,Texas State Technical College: ,Texas State Technical College:  Harlingen,0,0,0,0,0,0,0,14,0,13,1,0
TEXAS,Texas State Technical College: ,Texas State Technical College:  Waco,0,5,0,4,0,0,1,71,19,51,1,0
TEXAS,Texas State Technical College: ,Texas State Technical College:  West Texas,0,0,0,0,0,0,0,2,0,2,0,0
TEXAS,Texas State University,Texas State University San Marcos,37979,3,0,0,0,1,2,169,23,137,9,1
TEXAS,Texas Tech University,Texas Tech University Lubbock,35859,6,0,4,0,1,1,458,13,438,7,4
TEXAS,Texas Woman's University,Texas Woman's University main,15286,4,0,3,0,0,1,55,5,48,2,0
TEXAS,Tyler Junior College,Tyler Junior College main,10934,2,0,0,0,1,1,61,5,54,2,0
TEXAS,University of Houston: ,University of Houston:  Central Campus,42704,18,0,0,0,12,6,517,31,469,17,0
TEXAS,University of Houston: ,University of Houston:  Clearlake,8906,1,0,1,0,0,0,31,4,26,1,0
TEXAS,University of Houston: ,University of Houston:  Downtown Campus,14262,1,0,0,0,0,1,37,0,36,1,0
TEXAS,University of Mary Hardin-Baylor,University of Mary Hardin-Baylor main,3898,0,0,0,0,0,0,44,2,42,0,0
TEXAS,University of North Texas,University of North Texas Denton,37299,9,0,5,0,2,2,154,9,143,2,0
TEXAS,University of Texas:,University of Texas: Arlington,41988,11,0,4,0,3,4,115,12,100,3,0
TEXAS,University of Texas:,University of Texas: Austin,50950,13,1,5,0,3,4,337,10,325,2,1
TEXAS,University of Texas:,University of Texas: Dallas,24554,5,0,1,0,1,3,113,7,105,1,0
TEXAS,University of Texas:,University of Texas: El Paso,23397,10,0,5,0,0,5,138,25,110,3,1
TEXAS,University of Texas:,"University of Texas: Health Science Center, San Antonio",3130,2,0,1,0,1,0,40,4,33,3,0
TEXAS,University of Texas:,"University of Texas: Health Science Center, Tyler",0,3,0,0,0,0,3,9,0,9,0,0
TEXAS,University of Texas:,University of Texas: Houston,5115,1,0,1,0,0,0,295,23,267,5,0
TEXAS,University of Texas:,University of Texas: Medical Branch,3169,4,0,0,0,1,3,111,4,106,1,0
TEXAS,University of Texas:,University of Texas: Permian Basin,6077,0,0,0,0,0,0,9,2,7,0,0
TEXAS,University of Texas:,University of Texas: Rio Grande Valley,28584,0,0,0,0,0,0,100,1,99,0,2
TEXAS,University of Texas:,University of Texas: San Antonio,28787,10,0,5,0,3,2,112,8,87,17,0
TEXAS,University of Texas:,University of Texas: Southwestern Medical School,2295,7,0,0,0,4,3,177,0,169,8,0
TEXAS,University of Texas:,University of Texas: Tyler,8785,0,0,0,0,0,0,26,4,21,1,0
TEXAS,West Texas A&M University,West Texas A&M University main,9489,2,0,2,0,0,0,54,6,46,2,0
UTAH,Brigham Young University,Brigham Young University main,33469,1,0,1,0,0,0,185,0,183,2,0
UTAH,Southern Utah University,Southern Utah University main,8881,0,0,0,0,0,0,24,2,22,0,0
UTAH,University of Utah,University of Utah main,31592,12,1,2,0,0,9,437,59,357,21,1
UTAH,Utah State University:,Utah State University: Eastern,0,1,0,1,0,0,0,12,1,11,0,0
UTAH,Utah State University:,Utah State University: Logan,28622,4,0,4,0,0,0,28,3,25,0,3
UTAH,Utah Valley University,Utah Valley University main,33211,4,0,1,0,2,1,80,4,76,0,0
VERMONT,University of Vermont,University of Vermont main,12815,6,0,5,0,0,1,94,7,87,0,0
VIRGINIA,Bridgewater College,Bridgewater College main,1834,0,0,0,0,0,0,9,0,9,0,0
VIRGINIA,Christopher Newport University,Christopher Newport University main,5172,3,0,2,0,0,1,72,2,70,0,0
VIRGINIA,College of William and Mary,College of William and Mary main,8484,4,0,1,0,2,1,136,9,127,0,0
VIRGINIA,Eastern Virginia Medical School,Eastern Virginia Medical School main,1096,0,0,0,0,0,0,21,0,20,1,0
VIRGINIA,Emory and Henry College,Emory and Henry College main,1117,0,0,0,0,0,0,3,2,1,0,0
VIRGINIA,Ferrum College,Ferrum College main,1334,1,0,1,0,0,0,24,3,21,0,0
VIRGINIA,George Mason University,George Mason University main,33929,12,0,9,0,2,1,115,6,109,0,0
VIRGINIA,James Madison University,James Madison University main,21227,6,0,4,0,1,1,124,12,112,0,3
VIRGINIA,J. Sargeant Reynolds Community College,J. Sargeant Reynolds Community College main,10889,0,0,0,0,0,0,17,0,17,0,0
VIRGINIA,Longwood University,Longwood University main,5087,5,0,5,0,0,0,34,2,31,1,0
VIRGINIA,Lord Fairfax Community College,Lord Fairfax Community College main,7002,0,0,0,0,0,0,3,0,3,0,0
VIRGINIA,Norfolk State University,Norfolk State University main,5107,6,0,3,0,1,2,87,3,81,3,0
VIRGINIA,Northern Virginia Community College,Northern Virginia Community College main,52078,4,0,3,0,1,0,65,0,65,0,0
VIRGINIA,Old Dominion University,Old Dominion University main,24672,31,0,2,0,11,18,368,24,340,4,1
VIRGINIA,Radford University,Radford University main,9743,7,0,6,0,1,0,64,6,52,6,3
VIRGINIA,Richard Bland College,Richard Bland College main,2255,0,0,0,0,0,0,40,6,33,1,0
VIRGINIA,Thomas Nelson Community College,Thomas Nelson Community College main,9316,2,0,1,0,1,0,12,0,12,0,0
VIRGINIA,University of Richmond,University of Richmond main,4181,5,0,4,0,0,1,129,9,117,3,0
VIRGINIA,University of Virginia,University of Virginia main,23883,16,0,8,0,1,7,189,25,161,3,0
VIRGINIA,University of Virginia's College at Wise,University of Virginia's College at Wise main,2027,1,0,1,0,0,0,23,11,12,0,0
VIRGINIA,Virginia Commonwealth University,Virginia Commonwealth University main,30918,33,0,9,0,8,16,512,19,489,4,1
VIRGINIA,Virginia Military Institute,Virginia Military Institute main,1717,0,0,0,0,0,0,20,8,12,0,0
VIRGINIA,Virginia Polytechnic Institute and State University,Virginia Polytechnic Institute and State University main,32663,10,0,5,0,1,4,175,26,147,2,0
VIRGINIA,Virginia State University,Virginia State University main,4696,4,0,0,0,3,1,73,7,66,0,0
VIRGINIA,Virginia Western Community College,Virginia Western Community College main,7932,0,0,0,0,0,0,9,0,9,0,0
WASHINGTON,Central Washington University,Central Washington University main,11993,4,0,4,0,0,0,108,5,103,0,0
WASHINGTON,Eastern Washington University,Eastern Washington University main,12361,11,0,7,0,1,3,52,11,36,5,0
WASHINGTON,Evergreen State College,Evergreen State College main,4190,2,0,1,0,1,0,82,6,74,2,0
WASHINGTON,University of Washington,University of Washington main,45408,13,0,4,0,5,4,712,50,656,6,1
WASHINGTON,Washington State University: ,Washington State University:  Pullman,29686,15,0,4,0,2,9,142,31,109,2,1
WASHINGTON,Washington State University: ,Washington State University:  Vancouver,0,0,0,0,0,0,0,4,1,3,0,0
WASHINGTON,Western Washington University,Western Washington University main,15332,3,0,1,0,2,0,120,13,105,2,0
WEST VIRGINIA,Concord University,Concord University main,2507,0,0,0,0,0,0,1,0,1,0,0
WEST VIRGINIA,Fairmont State University,Fairmont State University main,4041,1,0,1,0,0,0,20,1,18,1,0
WEST VIRGINIA,Glenville State College,Glenville State College main,1732,0,0,0,0,0,0,10,5,5,0,0
WEST VIRGINIA,Marshall University,Marshall University main,13621,25,0,2,0,2,21,22,4,18,0,0
WEST VIRGINIA,Potomac State College,Potomac State College main,1475,9,0,0,0,1,8,6,2,4,0,0
WEST VIRGINIA,Shepherd University,Shepherd University main,3861,0,0,0,0,0,0,5,1,4,0,0
WEST VIRGINIA,West Virginia State University,West Virginia State University main,3166,2,0,0,0,0,2,29,5,24,0,0
WEST VIRGINIA,West Virginia Tech,West Virginia Tech main,1263,0,0,0,0,0,0,3,0,3,0,0
WEST VIRGINIA,West Virginia University,West Virginia University main,28776,5,0,2,0,0,3,81,13,67,1,1
WISCONSIN,Marquette University ,Marquette University  main,11491,19,0,0,5,4,10,267,22,225,20,0
WISCONSIN,University of Wisconsin:,University of Wisconsin: Eau Claire,10592,1,0,0,1,0,0,58,2,56,0,0
WISCONSIN,University of Wisconsin:,University of Wisconsin: Green Bay,6784,0,0,0,0,0,0,16,0,15,1,0
WISCONSIN,University of Wisconsin:,University of Wisconsin: La Crosse,10490,0,0,0,0,0,0,119,1,118,0,0
WISCONSIN,University of Wisconsin:,University of Wisconsin: Madison,42716,13,0,0,6,2,5,287,33,249,5,1
WISCONSIN,University of Wisconsin:,University of Wisconsin: Milwaukee,26726,7,0,0,5,0,2,153,13,137,3,1
WISCONSIN,University of Wisconsin:,University of Wisconsin: Oshkosh,14051,3,0,0,0,0,3,42,7,35,0,0
WISCONSIN,University of Wisconsin:,University of Wisconsin: Parkside,4412,2,0,0,2,0,0,32,2,30,0,0
WISCONSIN,University of Wisconsin:,University of Wisconsin: Platteville,8945,0,0,0,0,0,0,58,2,55,1,2
WISCONSIN,University of Wisconsin:,University of Wisconsin: River Falls,5949,4,0,0,2,0,2,35,0,35,0,0
WISCONSIN,University of Wisconsin:,University of Wisconsin: Stevens Point,9265,4,0,0,4,0,0,58,0,58,0,0
WISCONSIN,University of Wisconsin:,University of Wisconsin: Stout,9554,3,0,0,3,0,0,83,3,80,0,0
WISCONSIN,University of Wisconsin:,University of Wisconsin: Superior,2497,0,0,0,0,0,0,19,0,19,0,0
WYOMING,University of Wyoming,University of Wyoming main,12648,0,0,0,0,0,0,102,3,98,1,0
