state,university/college,campus,student_enrollment,violent_crime,murder_and_nonnegligent_manslaughter,robbery,aggravated_assault,property_crime,burglary,larceny-_theft,motor_vehicle_theft,arson
TEXAS,University of Texas:,University of Texas: El Paso,28878,6,0,0,5,97,12,82,3,0
TEXAS,University of Texas:,"University of Texas: Health Science Center, San Antonio",3848,0,0,0,0,35,1,32,2,0
TEXAS,University of Texas:,"University of Texas: Health Science Center, Tyler",42,4,0,0,4,6,0,6,0,0
TEXAS,University of Texas:,University of Texas: Houston,6634,17,0,5,7,304,12,290,2,0
TEXAS,University of Texas:,University of Texas: Medical Branch,3808,0,0,0,0,79,2,76,1,0
TEXAS,University of Texas:,University of Texas: Permian Basin,9148,2,0,0,1,20,13,7,0,0
TEXAS,University of Texas:,University of Texas: Rio Grande Valley,32508,2,0,0,0,56,0,56,0,0
TEXAS,University of Texas:,University of Texas: San Antonio,32871,5,0,1,0,93,5,87,1,0
TEXAS,University of Texas:,University of Texas: Southwestern Medical School,2456,3,0,2,1,155,0,143,12,0
TEXAS,University of Texas:,University of Texas: Tyler,12052,0,0,0,0,31,0,30,1,0
TEXAS,West Texas A&M University5,West Texas A&M University main,11757,0,0,0,0,27,3,24,0,0
UTAH,Brigham Young University,Brigham Young University main,39582,6,0,0,5,169,0,165,4,0
UTAH,Dixie State University,Dixie State University main,11441,3,0,1,1,28,3,21,4,0
UTAH,Southern Utah University,Southern Utah University main,15098,0,0,0,0,27,3,22,2,0
UTAH,University of Utah,University of Utah main,37585,11,1,3,7,409,31,360,18,0
UTAH,Utah State University,Utah State University Logan,34904,1,0,1,0,45,8,37,0,0
UTAH,Utah Valley University,Utah Valley University main,45411,0,0,0,0,40,2,38,0,0
UTAH,Weber State University,Weber State University main,33339,5,0,0,0,31,1,29,1,0
VERMONT,University of Vermont,University of Vermont main,15069,6,0,0,1,102,10,91,1,0
VIRGINIA,Bridgewater College,Bridgewater College main,1959,0,0,0,0,15,2,12,1,0
VIRGINIA,Christopher Newport University,Christopher Newport University main,5215,3,0,0,1,62,0,60,2,1
VIRGINIA,College of William and Mary,College of William and Mary main,9767,1,0,1,0,101,5,96,0,0
VIRGINIA,Eastern Virginia Medical School,Eastern Virginia Medical School main,1334,0,0,0,0,38,0,37,1,0
VIRGINIA,Emory and Henry College,Emory and Henry College main,1257,0,0,0,0,1,0,1,0,0
VIRGINIA,Ferrum College,Ferrum College main,1338,2,0,0,0,10,0,10,0,0
VIRGINIA,George Mason University,George Mason University main,46266,4,0,0,0,86,0,86,0,0
VIRGINIA,Hampton University,Hampton University main,4874,5,0,0,2,42,6,33,3,0
VIRGINIA,James Madison University,James Madison University main,23354,7,0,0,5,81,5,75,1,0
VIRGINIA,J. Sargeant Reynolds Community College,J. Sargeant Reynolds Community College main,15028,0,0,0,0,14,0,14,0,0
VIRGINIA,Lord Fairfax Community College,Lord Fairfax Community College main,9129,0,0,0,0,3,0,3,0,0
VIRGINIA,Norfolk State University,Norfolk State University main,6168,12,0,2,1,80,24,53,3,0
VIRGINIA,Northern Virginia Community College,Northern Virginia Community College main,74283,1,0,1,0,30,0,30,0,0
VIRGINIA,Old Dominion University,Old Dominion University main,28758,21,0,6,11,242,19,218,5,1
VIRGINIA,Radford University,Radford University main,10254,8,0,0,2,64,4,59,1,2
VIRGINIA,Richard Bland College,Richard Bland College main,2808,2,0,0,1,12,0,12,0,0
VIRGINIA,University of Mary Washington,University of Mary Washington main,5276,3,0,0,1,47,3,43,1,1
VIRGINIA,University of Richmond,University of Richmond main,4811,5,0,1,0,99,10,87,2,0
VIRGINIA,University of Virginia,University of Virginia main,27960,18,0,1,2,137,4,132,1,0
VIRGINIA,University of Virginia's College at Wise,University of Virginia's College at Wise main,3474,1,0,0,0,8,0,8,0,0
VIRGINIA,Virginia Commonwealth University,Virginia Commonwealth University main,34271,19,0,3,13,486,12,467,7,2
VIRGINIA,Virginia Military Institute,Virginia Military Institute main,1766,0,0,0,0,16,1,15,0,0
VIRGINIA,Virginia Polytechnic Institute and State University,Virginia Polytechnic Institute and State University main,34947,6,0,0,2,186,22,159,5,0
VIRGINIA,Virginia State University,Virginia State University main,5137,3,0,1,1,45,5,37,3,0
VIRGINIA,Virginia Western Community College,Virginia Western Community College main,10802,0,0,0,0,1,0,1,0,0
WASHINGTON,Central Washington University,Central Washington University main,17163,0,0,0,0,95,7,85,3,0
WASHINGTON,Eastern Washington University,Eastern Washington University main,15602,3,0,0,1,33,1,32,0,0
WASHINGTON,Evergreen State College,Evergreen State College main,4996,3,0,0,2,39,2,35,2,0
WASHINGTON,University of Washington,University of Washington main,55073,24,0,6,13,616,50,559,7,0
WASHINGTON,Washington State University:,Washington State University: Pullman,33974,6,0,0,1,56,7,48,1,0
WASHINGTON,Washington State University:,Washington State University: Vancouver4,0,1,0,0,0,2,0,2,0,0
WASHINGTON,Western Washington University,Western Washington University main,17475,2,0,0,0,99,6,92,1,0
WEST VIRGINIA,West Virginia University,West Virginia University main,31900,8,0,2,3,234,28,201,5,0
WISCONSIN,Marquette University,Marquette University main,11967,34,0,11,17,220,20,173,27,0
WISCONSIN,University of Wisconsin:,University of Wisconsin: Eau Claire,11836,2,0,0,1,51,1,50,0,0
WISCONSIN,University of Wisconsin:,University of Wisconsin: Green Bay,8412,0,0,0,0,8,0,8,0,0
WISCONSIN,University of Wisconsin:,University of Wisconsin: La Crosse,11943,2,0,0,0,50,0,50,0,0
WISCONSIN,University of Wisconsin:,University of Wisconsin: Madison,46350,18,0,5,6,219,48,166,5,1
WISCONSIN,University of Wisconsin:,University of Wisconsin: Milwaukee,30031,4,0,1,0,121,8,110,3,1
WISCONSIN,University of Wisconsin:,University of Wisconsin: Oshkosh,16213,7,0,1,5,10,1,9,0,0
WISCONSIN,University of Wisconsin:,University of Wisconsin: Parkside,5217,1,0,0,0,18,0,18,0,0
WISCONSIN,University of Wisconsin:,University of Wisconsin: Platteville,9916,3,0,0,0,39,1,37,1,0
WISCONSIN,University of Wisconsin:,University of Wisconsin: River Falls,6633,5,0,0,3,32,4,27,1,0
WISCONSIN,University of Wisconsin:,University of Wisconsin: Stevens Point,9703,1,0,0,0,33,0,33,0,0
WISCONSIN,University of Wisconsin:,University of Wisconsin: Stout,11232,0,0,0,0,44,0,43,1,0
WISCONSIN,University of Wisconsin:,University of Wisconsin: Superior,3040,0,0,0,0,16,1,15,0,0
WISCONSIN,University of Wisconsin:,University of Wisconsin: Whitewater,14456,1,0,0,0,23,1,22,0,0
WYOMING,University of Wyoming,University of Wyoming main,13975,0,0,0,0,99,8,91,0,0
